ID	TRAIT	CHR	POS	P_WGS	BETA_WGS	AC_WGS	AF_WGS	N_WGS	P_WES_FE	BETA_WES_FE	TOP_EXON	N_IMP	GENOCNT_IMP	MAF_IMP	P_IMP	BETA_IMP	TYPE	DR2_IMP	AF_IMP_CALLSET	maxR2	EXON_R2_BATCH1	EXON_R2_BATCH2	exon_r2_ave	imp_r2_higher	combined_p
CNV_chr4_73399922_73404147	M_LDL_C_combined	4	73399922	0.0005522	-0.3362	101	0.0321451304901	3142	NA	NA	NA	7784	7507/275/2	0.01746	9.346e-12	0.4869	<DEL>	0.73	0.0179	0.973	NA	NA	NA	TRUE	1.7494118499534e-13
CNV_chr12_9406660_9409005	M_LDL_C_combined	12	9406660	0.0007586	-0.1636	463	0.147358370465	3142	NA	NA	NA	7784	6609/1127/48	0.07799	0.8403	-0.006342	<DEL>	0.95	0.0799	0.986	NA	NA	NA	TRUE	0.00532784085501197
CNV_chr4_73399922_73404147	M_LDL_P_combined	4	73399922	0.0003939	-0.3451	101	0.0321451304901	3142	NA	NA	NA	7784	7507/275/2	0.01746	2.332e-13	0.5234	<DEL>	0.73	0.0179	0.973	NA	NA	NA	TRUE	3.4838137400754e-15
CNV_chr12_9406660_9409005	M_LDL_P_combined	12	9406660	0.0006318	-0.1661	463	0.147358370465	3142	NA	NA	NA	7784	6609/1127/48	0.07799	0.9782	0.0008584	<DEL>	0.95	0.0799	0.986	NA	NA	NA	TRUE	0.00518461338776512
CNV_chr5_27524406_27526327	ln_M_LDL_TG_combined	5	27524406	0.0007315	-0.2831	151	0.0480585614258	3142	NA	NA	NA	7784	7657/127/0	0.02379	0.4141	-0.06967	<DEL>	0.38	0.0239	0.362	NA	NA	NA	TRUE	0.00275714310921056
CNV_chr6_32653235_32658167	ln_M_LDL_TG_combined	6	32653235	0.0006381	0.1447	838	0.266709102482	3142	NA	NA	NA	7784	5025/2568/191	0.19747	0.7709	0.008058	<DEL>	0.61	0.1902	0.624	NA	NA	NA	TRUE	0.00423890395111165
CNV_chr6_32663847_32664946	ln_M_LDL_TG_combined	6	32663847	0.0008908	0.1423	798	0.253978357734	3142	NA	NA	NA	7784	5064/2509/211	0.1972	0.87	-0.004452	<DEL>	0.64	0.1926	0.315	NA	NA	NA	TRUE	0.00632602318407303
CNV_chr6_106986538_106987554	ln_M_LDL_TG_combined	6	106986538	0.0008424	-0.1829	381	0.12126034373	3142	NA	NA	NA	7784	6985/794/5	0.05385	0.2794	0.0496	<DEL>	0.6	0.0555	0.629	NA	NA	NA	TRUE	0.00220170504744471
CNV_chr7_40253709_40255769	ln_M_LDL_TG_combined	7	40253709	0.0006586	0.2446	211	0.0671546785487	3142	NA	NA	NA	7784	7116/667/1	0.03033	0.3757	0.05187	<DEL>	0.63	0.0299	0.715	NA	NA	NA	TRUE	0.00230223343946224
CNV_chr4_35145131_35150659	M_VLDL_C_combined	4	35145131	0.0004335	-0.203	316	0.100572883514	3142	NA	NA	NA	7784	6992/767/25	0.05386	0.7452	0.01139	<DEL>	0.97	0.0518	0.993	NA	NA	NA	TRUE	0.00291958348013145
CNV_chr7_65784681_65786910	M_VLDL_C_combined	7	65784681	0.0005131	-0.4663	51	0.0162316995544	3142	NA	NA	NA	7784	7731/53/0	0.00654	0.3727	0.1652	<DUP>	0.33	0.0078	0.908	NA	NA	NA	TRUE	0.00182856798993313
CNV_chr8_17440786_17446899	M_VLDL_C_combined	8	17440786	0.0007053	-0.534	41	0.0130490133673	3142	NA	NA	NA	7784	7703/81/0	0.00528	0.6719	-0.04761	<DEL>	0.93	0.0049	1	NA	NA	NA	TRUE	0.00410130593822251
CNV_chr9_35980777_35981976	M_VLDL_C_combined	9	35980777	0.0005147	-0.1212	950	0.302355187778	3142	NA	NA	NA	7784	5365/2186/233	0.1696	0.9551	-0.001193	<DEL>	0.99	0.1689	0.998	NA	NA	NA	TRUE	0.00423645628353243
CNV_chr21_44195108_44196817	M_VLDL_C_combined	21	44195108	0.0002169	-0.09579	1614	0.513685550605	3142	NA	NA	NA	7784	1297/3726/2761	0.40715	0.5887	-0.009169	<DEL>	0.9	0.5876	0.245	NA	NA	NA	TRUE	0.00127253772612088
CNV_chr3_3009849_3013757	M_VLDL_P_combined	3	3009849	0.0005974	0.2573	188	0.0598345003183	3142	NA	NA	NA	7784	7401/380/3	0.0249	0.04582	-0.105	<DEL>	0.91	0.0266	1	NA	NA	NA	TRUE	0.000314951076504059
CNV_chr7_65784681_65786910	M_VLDL_P_combined	7	65784681	0.0001937	-0.501	51	0.0162316995544	3142	NA	NA	NA	7784	7731/53/0	0.00654	0.2729	0.2031	<DUP>	0.33	0.0078	0.908	NA	NA	NA	TRUE	0.000573425261410364
CNV_chr8_17440786_17446899	M_VLDL_P_combined	8	17440786	0.0001673	-0.5937	41	0.0130490133673	3142	NA	NA	NA	7784	7703/81/0	0.00528	0.5867	-0.06098	<DEL>	0.93	0.0049	1	NA	NA	NA	TRUE	0.00100402300282943
CNV_chr17_4660370_4662834	M_VLDL_P_combined	17	4660370	0.0003077	-0.6381	32	0.0101845957989	3142	NA	NA	NA	7784	7707/77/0	0.00509	0.1783	-0.1869	<DEL>	0.61	0.0047	0.249	NA	NA	NA	TRUE	0.000593104981470564
CNV_chr21_44195108_44196817	M_VLDL_P_combined	21	44195108	0.0004018	-0.0917	1614	0.513685550605	3142	NA	NA	NA	7784	1297/3726/2761	0.40715	0.358	-0.0156	<DEL>	0.9	0.5876	0.245	NA	NA	NA	TRUE	0.00141640393061699
CNV_chr2_56974248_56981930	ln_M_VLDL_TG_combined	2	56974248	0.0007793	0.5201	44	0.0140038192234	3142	NA	NA	NA	7784	7691/93/0	0.00508	0.21	-0.2032	<DEL>	0.45	0.0046	0.982	NA	NA	NA	TRUE	0.00159034094147002
CNV_chr3_3009849_3013757	ln_M_VLDL_TG_combined	3	3009849	0.0002573	0.2743	188	0.0598345003183	3142	NA	NA	NA	7784	7401/380/3	0.0249	0.01691	-0.1258	<DEL>	0.91	0.0266	1	NA	NA	NA	TRUE	5.80638475493862e-05
CNV_chr7_65784681_65786910	ln_M_VLDL_TG_combined	7	65784681	0.000627	-0.4607	51	0.0162316995544	3142	NA	NA	NA	7784	7731/53/0	0.00654	0.2028	0.2363	<DUP>	0.33	0.0078	0.908	NA	NA	NA	TRUE	0.00126775392353198
CNV_chr8_17440786_17446899	ln_M_VLDL_TG_combined	8	17440786	0.0001638	-0.5954	41	0.0130490133673	3142	NA	NA	NA	7784	7703/81/0	0.00528	0.3555	-0.1038	<DEL>	0.93	0.0049	1	NA	NA	NA	TRUE	0.0006260459038452
CNV_chr17_4660370_4662834	ln_M_VLDL_TG_combined	17	4660370	0.0001108	-0.6834	32	0.0101845957989	3142	NA	NA	NA	7784	7707/77/0	0.00509	0.229	-0.1672	<DEL>	0.61	0.0047	0.249	NA	NA	NA	TRUE	0.000293867760603423
CNV_chr21_44195108_44196817	ln_M_VLDL_TG_combined	21	44195108	0.00037	-0.09234	1614	0.513685550605	3142	NA	NA	NA	7784	1297/3726/2761	0.40715	0.1904	-0.02225	<DEL>	0.9	0.5876	0.245	NA	NA	NA	TRUE	0.000743975664424172
CNV_chr6_106986188_106987387	S_HDL_C_combined	6	106986188	0.0004177	-0.154	574	0.182686187142	3142	NA	NA	NA	7784	6507/1215/62	0.08883	0.1516	0.04319	<DEL>	0.84	0.0894	0.94	NA	NA	NA	TRUE	0.000675486121709204
CNV_chr16_74265473_74266572	S_HDL_C_combined	16	74265473	0.0007983	-0.8968	14	0.004455760662	3142	NA	NA	NA	7784	7761/23/0	0.00177	0.1873	0.3176	<DEL>	0.62	0.0019	0.522	NA	NA	NA	TRUE	0.00146651818547241
CNV_chr2_99299095_99303538	S_HDL_P_combined	2	99299095	0.0002072	0.6141	31	0.00986632718014	3142	NA	NA	NA	7784	7700/84/0	0.00556	0.5755	-0.06299	<DUP>	0.9	0.0064	0.925	NA	NA	NA	TRUE	0.00119653107544467
CNV_chr6_106986188_106987387	S_HDL_P_combined	6	106986188	4.034e-05	-0.1789	574	0.182686187142	3142	NA	NA	NA	7784	6507/1215/62	0.08883	0.1028	0.04923	<DEL>	0.84	0.0894	0.94	NA	NA	NA	TRUE	5.55406960668792e-05
CNV_chr16_74265473_74266572	S_HDL_P_combined	16	74265473	0.0002079	-0.9926	14	0.004455760662	3142	NA	NA	NA	7784	7761/23/0	0.00177	0.04456	0.4845	<DEL>	0.62	0.0019	0.522	NA	NA	NA	TRUE	0.000116628244783366
CNV_chr2_99299095_99303538	ln_S_HDL_TG_combined	2	99299095	0.0008268	0.5533	31	0.00986632718014	3142	NA	NA	NA	7784	7700/84/0	0.00556	0.6475	-0.051	<DUP>	0.9	0.0064	0.925	NA	NA	NA	TRUE	0.00456794455755542
CNV_chr3_87866542_87867741	ln_S_HDL_TG_combined	3	87866542	0.0008194	-0.2742	153	0.0486950986633	3142	NA	NA	NA	7784	7364/416/4	0.02496	0.09535	-0.08848	<DEL>	0.91	0.0256	0.951	NA	NA	NA	TRUE	0.000817014084992356
CNV_chr6_154298829_154300378	ln_S_HDL_TG_combined	6	154298829	5.161e-05	0.1119	1512	0.481222151496	3142	NA	NA	NA	7784	3892/3231/661	0.29239	0.6344	-0.008275	<DEL>	1	0.2898	0.993	NA	NA	NA	TRUE	0.000370857423580657
CNV_chr7_65683444_65765963	ln_S_HDL_TG_combined	7	65683444	0.0002631	-0.4645	58	0.0184595798854	3142	NA	NA	NA	7784	7730/54/0	0.0068	0.2149	0.183	<DUP>	0.52	0.0082	0.967	NA	NA	NA	TRUE	0.000609534845416712
CNV_chr7_65765019_65767090	ln_S_HDL_TG_combined	7	65765019	0.0003047	-0.4553	59	0.0187778485041	3142	NA	NA	NA	7784	7730/54/0	0.00775	0.1986	0.2044	<DUP>	0.4	0.0091	0.957	NA	NA	NA	TRUE	0.000648258810361552
CNV_chr7_65784681_65786910	ln_S_HDL_TG_combined	7	65784681	1.496e-05	-0.5815	51	0.0162316995544	3142	NA	NA	NA	7784	7731/53/0	0.00654	0.1285	0.2836	<DUP>	0.33	0.0078	0.908	NA	NA	NA	TRUE	2.72243795817501e-05
CNV_chr7_65792512_65794650	ln_S_HDL_TG_combined	7	65792512	1.408e-05	-0.5831	51	0.0162316995544	3142	NA	NA	NA	7784	7733/51/0	0.0072	0.1708	0.254	<DUP>	0.31	0.0083	0.863	NA	NA	NA	TRUE	3.35190358073534e-05
CNV_chr17_4660370_4662834	ln_S_HDL_TG_combined	17	4660370	0.0004261	-0.624	32	0.0101845957989	3142	NA	NA	NA	7784	7707/77/0	0.00509	0.01255	-0.3497	<DEL>	0.61	0.0047	0.249	NA	NA	NA	TRUE	7.02608359032496e-05
CNV_chr21_43739443_43741242	ln_S_HDL_TG_combined	21	43739443	0.0002316	0.2975	156	0.0496499045194	3142	NA	NA	NA	7784	7385/396/3	0.02574	0.4827	0.0362	<DEL>	0.99	0.0258	0.99	NA	NA	NA	TRUE	0.00112898494771493
CNV_chr10_35930717_35932216	S_LDL_C_combined	10	35930717	0.0004522	-0.247	208	0.0661998726926	3142	NA	NA	NA	7784	7269/503/12	0.03366	0.2819	-0.04815	<DEL>	0.98	0.0319	0.989	NA	NA	NA	TRUE	0.00127062018651429
CNV_chr10_35930717_35932216	S_LDL_P_combined	10	35930717	0.0007147	-0.2381	208	0.0661998726926	3142	NA	NA	NA	7784	7269/503/12	0.03366	0.2634	-0.05002	<DEL>	0.98	0.0319	0.989	NA	NA	NA	TRUE	0.00180302648079844
CNV_chr2_99299095_99303538	ln_S_LDL_TG_combined	2	99299095	0.0003824	0.5878	31	0.00986632718014	3142	NA	NA	NA	7784	7700/84/0	0.00556	0.5349	-0.06976	<DUP>	0.9	0.0064	0.925	NA	NA	NA	TRUE	0.00194210448157066
CNV_chr2_130197619_130199841	ln_S_LDL_TG_combined	2	130197619	0.0006957	0.08984	1632	0.519414385742	3142	NA	NA	NA	7784	2880/3702/1202	0.39257	0.6707	0.007362	<DEL>	1	0.3976	0.995	NA	NA	NA	TRUE	0.00404548576685305
CNV_chr5_27524406_27526327	ln_S_LDL_TG_combined	5	27524406	0.0005395	-0.2899	151	0.0480585614258	3142	NA	NA	NA	7784	7657/127/0	0.02379	0.6418	-0.03953	<DEL>	0.38	0.0239	0.362	NA	NA	NA	TRUE	0.00310529977971792
CNV_chr7_65792512_65794650	ln_S_LDL_TG_combined	7	65792512	0.0005004	-0.4673	51	0.0162316995544	3142	NA	NA	NA	7784	7733/51/0	0.0072	0.4331	0.1461	<DUP>	0.31	0.0083	0.863	NA	NA	NA	TRUE	0.00204519324848573
CNV_chr1_12402771_12403970	S_VLDL_C_combined	1	12402771	0.000623	0.8834	15	0.00477402928071	3142	NA	NA	NA	7784	7767/17/0	0.0013	0.9828	0.006534	<DUP>	0.5	0.0015	0.888	NA	NA	NA	TRUE	0.00514215645104719
CNV_chr2_134524306_134525305	S_VLDL_C_combined	2	134524306	0.0008722	-0.4618	53	0.0168682367919	3142	NA	NA	NA	7784	7716/68/0	0.00739	0.9733	-0.004078	<DEL>	0.58	0.0078	0.358	NA	NA	NA	TRUE	0.00685204176085608
CNV_chr7_65784681_65786910	S_VLDL_C_combined	7	65784681	0.0002451	-0.4926	51	0.0162316995544	3142	NA	NA	NA	7784	7731/53/0	0.00654	0.5131	0.1221	<DUP>	0.33	0.0078	0.908	NA	NA	NA	TRUE	0.00125523484115161
CNV_chr7_65792512_65794650	S_VLDL_C_combined	7	65792512	0.0002173	-0.4965	51	0.0162316995544	3142	NA	NA	NA	7784	7733/51/0	0.0072	0.7047	0.0703	<DUP>	0.31	0.0083	0.863	NA	NA	NA	TRUE	0.00149826962495207
CNV_chr12_18570124_18571223	S_VLDL_C_combined	12	18570124	0.000127	0.3869	102	0.0324633991088	3142	NA	NA	NA	7784	7428/355/1	0.01638	0.5652	0.04418	<DEL>	0.67	0.0174	0.692	NA	NA	NA	TRUE	0.000756701734134487
CNV_chr12_18570274_18572173	S_VLDL_C_combined	12	18570274	0.0004126	0.2842	157	0.0499681731381	3142	NA	NA	NA	7784	7415/364/5	0.02421	0.5895	0.0281	<DEL>	0.99	0.0258	0.986	NA	NA	NA	TRUE	0.00226725004986861
CNV_chr14_62536229_62574008	S_VLDL_C_combined	14	62536229	0.0003308	-0.6396	29	0.00922978994271	3142	NA	NA	NA	7784	7713/71/0	0.00451	0.3063	0.1221	<DUP>	0.98	0.0043	0.831	NA	NA	NA	TRUE	0.00103322016928587
CNV_chr14_62609956_62613555	S_VLDL_C_combined	14	62609956	0.0003167	-0.6744	29	0.00922978994271	3142	NA	NA	NA	7784	7714/70/0	0.0045	0.3263	0.1175	<DUP>	0.98	0.0043	0.852	NA	NA	NA	TRUE	0.00105173415665079
CNV_chr7_65683444_65765963	S_VLDL_P_combined	7	65683444	0.0002636	-0.4669	58	0.0184595798854	3142	NA	NA	NA	7784	7730/54/0	0.0068	0.3509	0.1375	<DUP>	0.52	0.0082	0.967	NA	NA	NA	TRUE	0.000951642291239288
CNV_chr7_65760556_65762930	S_VLDL_P_combined	7	65760556	0.0009618	-0.4454	51	0.0162316995544	3142	NA	NA	NA	7784	7730/54/0	0.00705	0.3217	0.1635	<DUP>	0.41	0.0083	0.913	NA	NA	NA	TRUE	0.00280971229106063
CNV_chr7_65763075_65767090	S_VLDL_P_combined	7	65763075	0.0007197	-0.4606	50	0.0159134309357	3142	NA	NA	NA	7784	7730/54/0	0.00697	0.3335	0.1614	<DUP>	0.4	0.0081	0.932	NA	NA	NA	TRUE	0.00224053547216931
CNV_chr7_65765019_65767090	S_VLDL_P_combined	7	65765019	0.0008126	-0.4239	59	0.0187778485041	3142	NA	NA	NA	7784	7730/54/0	0.00775	0.3354	0.153	<DUP>	0.4	0.0091	0.957	NA	NA	NA	TRUE	0.00250952299123731
CNV_chr7_65784681_65786910	S_VLDL_P_combined	7	65784681	1.319e-05	-0.587	51	0.0162316995544	3142	NA	NA	NA	7784	7731/53/0	0.00654	0.2479	0.2153	<DUP>	0.33	0.0078	0.908	NA	NA	NA	TRUE	4.45699427544408e-05
CNV_chr7_65792512_65794650	S_VLDL_P_combined	7	65792512	7.237e-05	-0.5345	51	0.0162316995544	3142	NA	NA	NA	7784	7733/51/0	0.0072	0.3281	0.1812	<DUP>	0.31	0.0083	0.863	NA	NA	NA	TRUE	0.00027658075928298
CNV_chr8_17440786_17446899	S_VLDL_P_combined	8	17440786	0.0005602	-0.5447	41	0.0130490133673	3142	NA	NA	NA	7784	7703/81/0	0.00528	0.5939	-0.06015	<DEL>	0.93	0.0049	1	NA	NA	NA	TRUE	0.00299707348401974
CNV_chr10_59602207_59605281	S_VLDL_P_combined	10	59602207	0.0004857	-0.263	183	0.0582431572247	3142	NA	NA	NA	7784	7311/465/8	0.03086	0.3328	-0.0439	<DEL>	1	0.0321	0.996	NA	NA	NA	TRUE	0.00157278803559627
CNV_chr12_49314928_49316780	S_VLDL_P_combined	12	49314928	0.0007987	-0.2666	168	0.053469127944	3142	NA	NA	NA	7784	7227/553/4	0.02684	0.5675	-0.03738	<DEL>	0.62	0.0266	0.671	NA	NA	NA	TRUE	0.0039429462989519
CNV_chr21_44195108_44196817	S_VLDL_P_combined	21	44195108	0.0002911	-0.09378	1614	0.513685550605	3142	NA	NA	NA	7784	1297/3726/2761	0.40715	0.605	-0.008828	<DEL>	0.9	0.5876	0.245	NA	NA	NA	TRUE	0.00169852313775287
CNV_chr3_3009849_3013757	ln_S_VLDL_TG_combined	3	3009849	0.0005494	0.2594	188	0.0598345003183	3142	NA	NA	NA	7784	7401/380/3	0.0249	0.0342	-0.1119	<DEL>	0.91	0.0266	1	NA	NA	NA	TRUE	0.000223260611396104
CNV_chr7_65683444_65765963	ln_S_VLDL_TG_combined	7	65683444	0.0006595	-0.436	58	0.0184595798854	3142	NA	NA	NA	7784	7730/54/0	0.0068	0.1649	0.2056	<DUP>	0.52	0.0082	0.967	NA	NA	NA	TRUE	0.00110126655006974
CNV_chr7_65784681_65786910	ln_S_VLDL_TG_combined	7	65784681	2.541e-05	-0.5676	51	0.0162316995544	3142	NA	NA	NA	7784	7731/53/0	0.00654	0.1171	0.2937	<DUP>	0.33	0.0078	0.908	NA	NA	NA	TRUE	4.08391704612337e-05
CNV_chr7_65792512_65794650	ln_S_VLDL_TG_combined	7	65792512	0.0003512	-0.4817	51	0.0162316995544	3142	NA	NA	NA	7784	7733/51/0	0.0072	0.1369	0.2775	<DUP>	0.31	0.0083	0.863	NA	NA	NA	TRUE	0.000526115177683547
CNV_chr8_17440786_17446899	ln_S_VLDL_TG_combined	8	17440786	0.0005314	-0.5471	41	0.0130490133673	3142	NA	NA	NA	7784	7703/81/0	0.00528	0.4107	-0.09289	<DEL>	0.93	0.0049	1	NA	NA	NA	TRUE	0.00205803510041626
CNV_chr17_4660370_4662834	ln_S_VLDL_TG_combined	17	4660370	0.0009687	-0.5814	32	0.0101845957989	3142	NA	NA	NA	7784	7707/77/0	0.00509	0.1696	-0.1919	<DEL>	0.61	0.0047	0.249	NA	NA	NA	TRUE	0.00159590616297589
CNV_chr21_43739443_43741242	ln_S_VLDL_TG_combined	21	43739443	0.0004067	0.2859	156	0.0496499045194	3142	NA	NA	NA	7784	7385/396/3	0.02574	0.7283	0.01814	<DEL>	0.99	0.0258	0.99	NA	NA	NA	TRUE	0.00270266652080011
CNV_chr21_44195108_44196817	ln_S_VLDL_TG_combined	21	44195108	0.0001738	-0.0972	1614	0.513685550605	3142	NA	NA	NA	7784	1297/3726/2761	0.40715	0.3896	-0.0148	<DEL>	0.9	0.5876	0.245	NA	NA	NA	TRUE	0.000717768542539728
CNV_chr1_235445447_235450096	XL_HDL_C_combined	1	235445447	0.0002439	-0.9822	16	0.00509229789943	3142	NA	NA	NA	7784	7738/46/0	0.00372	0.3368	0.1589	<DUP>	0.63	0.0038	0.88	NA	NA	NA	TRUE	0.000854889925742868
CNV_chr12_11019535_11022492	XL_HDL_C_combined	12	11019535	0.0006258	0.2058	313	0.0996180776575	3142	NA	NA	NA	7784	21/921/6842	0.05025	0.4365	0.03615	<DUP>	0.71	0.9496	0.765	NA	NA	NA	TRUE	0.00251457545082807
CNV_chr12_18159273_18164487	XL_HDL_C_combined	12	18159273	0.0005439	1.105	10	0.00318268618714	3142	NA	NA	NA	7784	7758/26/0	0.00167	0.8248	-0.04638	<DEL>	0.85	0.0021	1	NA	NA	NA	TRUE	0.00390709461633452
CNV_chr19_54847222_54849520	XL_HDL_C_combined	19	54847222	0.0004699	0.1464	745	0.237110120942	3142	NA	NA	NA	7784	6258/1478/48	0.12595	0.7759	0.00947	<DUP>	0.52	0.1241	0.675	NA	NA	NA	TRUE	0.00325099601733301
CNV_chr1_235445447_235450096	XL_HDL_P_combined	1	235445447	0.0005514	-0.925	16	0.00509229789943	3142	NA	NA	NA	7784	7738/46/0	0.00372	0.2766	0.18	<DUP>	0.63	0.0038	0.88	NA	NA	NA	TRUE	0.00149287426930225
CNV_chr5_81389305_81390704	XL_HDL_P_combined	5	81389305	0.0004711	0.3931	82	0.0260980267346	3142	NA	NA	NA	7784	7668/116/0	0.01384	0.7983	-0.02578	<DEL>	0.45	0.0138	0.322	NA	NA	NA	TRUE	0.00334173045651555
CNV_chr12_11019535_11022492	XL_HDL_P_combined	12	11019535	0.0004779	0.2102	313	0.0996180776575	3142	NA	NA	NA	7784	21/921/6842	0.05025	0.5534	0.02787	<DUP>	0.71	0.9496	0.765	NA	NA	NA	TRUE	0.00244311524654293
CNV_chr12_40483869_40485084	XL_HDL_P_combined	12	40483869	0.0007906	0.1363	522	0.166136218969	3142	NA	NA	NA	7784	6334/1374/76	0.09189	0.441	-0.02513	<DUP>	0.79	0.0923	0.838	NA	NA	NA	TRUE	0.00312444337740111
CNV_chr14_82032730_82036978	XL_HDL_P_combined	14	82032730	0.0002038	-0.09719	1659	0.528007638447	3142	NA	NA	NA	7784	1148/3685/2951	0.38413	0.5206	-0.01053	<DEL>	1	0.6221	0.992	NA	NA	NA	TRUE	0.00107701899520475
CNV_chr1_235444697_235447046	ln_XL_HDL_TG_combined	1	235444697	0.0008134	-1.011	12	0.00381922342457	3142	NA	NA	NA	7784	7749/35/0	0.00288	0.2914	0.1982	<DUP>	0.63	0.0029	0.749	NA	NA	NA	TRUE	0.00221555243036751
CNV_chr1_235445447_235450096	ln_XL_HDL_TG_combined	1	235445447	0.0004769	-0.9359	16	0.00509229789943	3142	NA	NA	NA	7784	7738/46/0	0.00372	0.4386	0.1291	<DUP>	0.63	0.0038	0.88	NA	NA	NA	TRUE	0.00198132015467633
CNV_chr4_68508045_68593106	ln_XL_HDL_TG_combined	4	68508045	0.0001759	0.09544	1585	0.504455760662	3142	NA	NA	NA	7784	2195/3825/1764	0.47028	0.1034	-0.02664	<DEL>	0.98	0.4682	0.987	NA	NA	NA	TRUE	0.000216706101002976
CNV_chr4_68508045_68526792	ln_XL_HDL_TG_combined	4	68508045	0.0001648	0.09588	1584	0.504137492043	3142	NA	NA	NA	7784	2194/3826/1764	0.47043	0.1017	-0.02677	<DEL>	0.98	0.4684	0.987	NA	NA	NA	TRUE	0.000201063358600087
CNV_chr4_68508045_68625304	ln_XL_HDL_TG_combined	4	68508045	0.0001634	0.09591	1585	0.504455760662	3142	NA	NA	NA	7784	2195/3826/1763	0.47008	0.1081	-0.0263	<DEL>	0.98	0.468	0.986	NA	NA	NA	TRUE	0.00021097346182967
CNV_chr4_68518946_68527897	ln_XL_HDL_TG_combined	4	68518946	0.0001648	0.09588	1584	0.504137492043	3142	NA	NA	NA	7784	2195/3830/1759	0.47024	0.09572	-0.02733	<DEL>	0.97	0.4683	0.987	NA	NA	NA	TRUE	0.000190196698818248
CNV_chr4_68567597_68577973	ln_XL_HDL_TG_combined	4	68567597	0.0001847	0.09517	1583	0.503819223425	3142	NA	NA	NA	7784	2214/3840/1730	0.469	0.08104	-0.02896	<DEL>	0.95	0.4675	0.985	NA	NA	NA	TRUE	0.000181257410108066
CNV_chr4_68568804_68579207	ln_XL_HDL_TG_combined	4	68568804	0.0001847	0.09517	1583	0.503819223425	3142	NA	NA	NA	7784	2221/3841/1722	0.469	0.08008	-0.02906	<DEL>	0.95	0.4674	0.985	NA	NA	NA	TRUE	0.000179286492079208
CNV_chr4_68599295_68602094	ln_XL_HDL_TG_combined	4	68599295	0.0001847	0.09517	1583	0.503819223425	3142	NA	NA	NA	7784	2226/3846/1712	0.46839	0.06774	-0.03046	<DEL>	0.94	0.4671	0.985	NA	NA	NA	TRUE	0.000153752981655348
CNV_chr4_68606195_68608992	ln_XL_HDL_TG_combined	4	68606195	0.0001922	0.09484	1586	0.504774029281	3142	NA	NA	NA	7784	2227/3852/1705	0.46783	0.0646	-0.03086	<DEL>	0.94	0.4665	0.983	NA	NA	NA	TRUE	0.000152675004947974
CNV_chr4_68610677_68612504	ln_XL_HDL_TG_combined	4	68610677	0.0001963	0.09473	1585	0.504455760662	3142	NA	NA	NA	7784	2231/3843/1710	0.46853	0.06864	-0.03044	<DEL>	0.94	0.4673	0.985	NA	NA	NA	TRUE	0.000164581882255126
CNV_chr4_68614705_68617227	ln_XL_HDL_TG_combined	4	68614705	0.0001847	0.09517	1583	0.503819223425	3142	NA	NA	NA	7784	2232/3841/1711	0.46841	0.06751	-0.03056	<DEL>	0.94	0.4672	0.985	NA	NA	NA	TRUE	0.000153273347558887
CNV_chr4_68624286_68625304	ln_XL_HDL_TG_combined	4	68624286	0.0003049	0.09184	1584	0.504137492043	3142	NA	NA	NA	7784	2235/3842/1707	0.46755	0.06144	-0.03133	<DEL>	0.93	0.4664	0.986	NA	NA	NA	TRUE	0.000222646508581785
CNV_chr8_95862980_95867313	ln_XL_HDL_TG_combined	8	95862980	0.0003437	-0.1429	653	0.20782940802	3142	NA	NA	NA	7784	6166/1522/96	0.11008	0.7835	-0.007047	<DEL>	0.99	0.1062	0.998	NA	NA	NA	TRUE	0.00248277022376784
CNV_chr10_35076085_35078853	ln_XL_HDL_TG_combined	10	35076085	0.0009053	0.9589	12	0.00381922342457	3142	NA	NA	NA	7784	7775/9/0	0.00205	0.345	0.3057	<DUP>	0.37	0.0024	0.539	NA	NA	NA	TRUE	0.00283327394528376
CNV_chr10_95107395_95113447	ln_XL_HDL_TG_combined	10	95107395	0.0002843	0.1844	407	0.129535327817	3142	NA	NA	NA	7784	6712/1041/31	0.07061	0.3013	0.03289	<DEL>	0.99	0.07	0.995	NA	NA	NA	TRUE	0.000887872732315602
CNV_chr7_65784681_65786910	XL_VLDL_C_combined	7	65784681	0.0006523	-0.4591	51	0.0162316995544	3142	NA	NA	NA	7784	7731/53/0	0.00654	0.2635	0.2089	<DUP>	0.33	0.0078	0.908	NA	NA	NA	TRUE	0.00166186766430449
CNV_chr7_65792512_65794650	XL_VLDL_C_combined	7	65792512	0.0008078	-0.451	51	0.0162316995544	3142	NA	NA	NA	7784	7733/51/0	0.0072	0.324	0.1831	<DUP>	0.31	0.0083	0.863	NA	NA	NA	TRUE	0.00242050753722974
CNV_chr8_17440786_17446899	XL_VLDL_C_combined	8	17440786	0.0002669	-0.5758	41	0.0130490133673	3142	NA	NA	NA	7784	7703/81/0	0.00528	0.8773	-0.0175	<DEL>	0.93	0.0049	1	NA	NA	NA	TRUE	0.00219154976249728
CNV_chr9_35980777_35981976	XL_VLDL_C_combined	9	35980777	0.0007932	-0.1175	950	0.302355187778	3142	NA	NA	NA	7784	5365/2186/233	0.1696	0.3934	-0.01824	<DEL>	0.99	0.1689	0.998	NA	NA	NA	TRUE	0.00283098459039132
